OrderNr;Status;Employee;startmoment;Channel;RandomWaarde1;RandomWaarde2;eindmoment
Case1236;Request signed L3;Resource 7;19-12-2011 11:48;Dealer;45;74;19-12-2011 11:48
Case93;Request signed L3;Resource 7;19-12-2011 11:48;Dealer;258;486;19-12-2011 11:48
Case1237;Request signed L3;Resource 7;19-12-2011 11:49;Internet;211;225;19-12-2011 11:50
Case107;Repairshop X - OK;Resource 5;19-12-2011 11:51;Dealer;253;315;19-12-2011 11:51
Case1231;Request signed L2;Resource 6;19-12-2011 11:52;Internet;139;146;19-12-2011 11:52
Case563;Missing documents requested;Resource 3;19-12-2011 11:53;Dealer;286;378;19-12-2011 11:53
Case1229;Request signed L2;Resource 6;19-12-2011 11:54;Internet;248;434;19-12-2011 11:54
Case1226;Order sent back;Resource 6;19-12-2011 11:55;Dealer;19;23;19-12-2011 11:55
Case572;Request signed L1;Resource 15;19-12-2011 11:56;Dealer;16;27;19-12-2011 11:56
Case1224;Request signed L2;Resource 6;19-12-2011 11:57;Dealer;245;382;19-12-2011 12:00
Case561;Order created;Resource 1;19-12-2011 12:01;Dealer;221;227;19-12-2011 12:01
Case572;Request signed L2;Resource 6;19-12-2011 12:02;Dealer;112;205;19-12-2011 12:02
Case1224;Request signed L3;Resource 7;19-12-2011 12:04;Dealer;297;372;19-12-2011 12:04
Case1229;Request signed L3;Resource 7;19-12-2011 12:04;Internet;128;237;19-12-2011 12:04
Case1231;Request signed L3;Resource 7;19-12-2011 12:04;Internet;92;106;19-12-2011 12:04
Case572;Request signed L3;Resource 7;19-12-2011 12:04;Dealer;40;52;19-12-2011 12:05
Case560;Order created;Resource 1;19-12-2011 12:08;Dealer;75;117;19-12-2011 12:08
Case559;Order created;Resource 1;19-12-2011 12:10;Callcenter;279;410;19-12-2011 12:11
Case560;Missing documents requested;Resource 3;19-12-2011 12:13;Dealer;120;156;19-12-2011 12:13
Case559;Request signed L1;Resource 2;19-12-2011 12:17;Callcenter;284;492;19-12-2011 12:17
Case558;Order created;Resource 1;19-12-2011 12:23;Dealer;253;460;19-12-2011 12:26
Case558;Missing documents requested;Resource 2;19-12-2011 12:30;Dealer;131;213;19-12-2011 12:31
Case550;Order created;Resource 1;19-12-2011 12:33;Dealer;29;57;19-12-2011 12:33
Case549;Order created;Resource 1;19-12-2011 12:34;Dealer;3;4;19-12-2011 12:34
Case549;Missing documents requested;Resource 2;19-12-2011 12:36;Dealer;301;405;19-12-2011 12:38
Case550;Missing documents requested;Resource 3;19-12-2011 12:40;Dealer;155;276;19-12-2011 12:40
Case548;Order created;Resource 1;19-12-2011 12:42;Dealer;96;144;19-12-2011 12:42
Case548;Missing documents requested;Resource 2;19-12-2011 12:46;Dealer;18;26;19-12-2011 12:46
Case311;Repairshop X - OK;Resource 5;19-12-2011 12:47;Dealer;158;220;19-12-2011 12:52
Case547;Order created;Resource 1;19-12-2011 13:04;Dealer;218;303;19-12-2011 13:04
Case63;Product received;Resource 4;19-12-2011 13:05;Dealer;269;434;19-12-2011 13:05
Case63;Reparishop X - Checking;Resource 4;19-12-2011 13:05;Dealer;244;427;19-12-2011 13:05
Case1102;Invoice modified;Resource 32;19-12-2011 13:06;Dealer;198;326;19-12-2011 13:07
Case547;Missing documents requested;Resource 2;19-12-2011 13:10;Dealer;200;349;19-12-2011 13:10
Case955;Product received;Resource 4;19-12-2011 13:10;Dealer;264;438;19-12-2011 13:10
Case955;Reparishop X - Checking;Resource 4;19-12-2011 13:10;Dealer;284;453;19-12-2011 13:13
Case546;Order created;Resource 1;19-12-2011 13:14;Dealer;162;267;19-12-2011 13:14
Case545;Order created;Resource 1;19-12-2011 13:15;Internet;330;473;19-12-2011 13:15
Case546;Request rejected L1;Resource 3;19-12-2011 13:16;Dealer;306;486;19-12-2011 13:16
Case546;Order completed;Resource 3;19-12-2011 13:16;Dealer;320;628;19-12-2011 13:16
Case545;Missing documents requested;Resource 2;19-12-2011 13:18;Internet;240;338;19-12-2011 13:20
Case1239;Product received;Resource 4;19-12-2011 13:21;Dealer;270;526;19-12-2011 13:21
Case1239;Reparishop X - Checking;Resource 4;19-12-2011 13:21;Dealer;256;413;19-12-2011 13:23
Case544;Order created;Resource 1;19-12-2011 13:25;Dealer;82;134;19-12-2011 13:25
Case543;Order created;Resource 1;19-12-2011 13:27;Dealer;32;51;19-12-2011 13:27
Case544;Missing documents requested;Resource 2;19-12-2011 13:28;Dealer;61;79;19-12-2011 13:30
Case1337;Product received;Resource 4;19-12-2011 13:31;Dealer;315;449;19-12-2011 13:32
Case543;Missing documents requested;Resource 3;19-12-2011 13:34;Dealer;117;149;19-12-2011 13:34
Case555;Repairshop X - Rejected;Resource 5;19-12-2011 13:38;Dealer;157;172;19-12-2011 13:41
Case541;Order created;Resource 1;19-12-2011 13:49;Callcenter;107;160;19-12-2011 13:49
Case542;Order created;Resource 1;19-12-2011 13:49;Dealer;330;555;19-12-2011 13:50
Case607;Request signed L2;Resource 6;19-12-2011 13:54;Dealer;127;175;19-12-2011 13:55
Case541;Request signed L1;Resource 2;19-12-2011 13:56;Callcenter;27;32;19-12-2011 13:56
Case559;Request signed L2;Resource 6;19-12-2011 13:56;Callcenter;194;342;19-12-2011 13:57
Case1022;Product received;Resource 4;19-12-2011 14:00;Callcenter;89;101;19-12-2011 14:01
Case531;Order created;Resource 1;19-12-2011 14:02;Dealer;210;218;19-12-2011 14:02
Case530;Order created;Resource 1;19-12-2011 14:12;Dealer;307;585;19-12-2011 14:14
Case529;Order created;Resource 1;19-12-2011 14:15;Dealer;273;307;19-12-2011 14:15
Case1085;Product received;Resource 4;19-12-2011 14:16;Internet;281;495;19-12-2011 14:16
Case530;Missing documents requested;Resource 2;19-12-2011 14:16;Dealer;203;255;19-12-2011 14:16
Case530;Missing documents requested;Resource 2;19-12-2011 14:16;Dealer;278;451;19-12-2011 14:17
Case1226;Request signed L1;Resource 2;19-12-2011 14:18;Dealer;295;397;19-12-2011 14:18
Case529;Missing documents requested;Resource 3;19-12-2011 14:22;Dealer;254;299;19-12-2011 14:22
Case1230;Request rejected L1;Resource 2;19-12-2011 14:25;Dealer;14;28;19-12-2011 14:25
Case1230;Order completed;Resource 2;19-12-2011 14:25;Dealer;263;438;19-12-2011 14:25
Case531;Missing documents requested;Resource 3;19-12-2011 14:26;Dealer;320;471;19-12-2011 14:26
Case91;Product received;Resource 4;19-12-2011 14:27;Callcenter;78;91;19-12-2011 14:29
Case696;Missing documents requested;Resource 3;19-12-2011 14:30;Internet;105;116;19-12-2011 14:35
Case1226;Request signed L2;Resource 6;19-12-2011 14:38;Dealer;209;343;19-12-2011 14:38
Case1246;Missing documents requested;Resource 2;19-12-2011 14:41;Dealer;106;139;19-12-2011 14:41
Case1248;Product received;Resource 4;19-12-2011 14:42;Dealer;109;133;19-12-2011 14:42
Case1248;Reparishop X - Checking;Resource 4;19-12-2011 14:42;Dealer;195;263;19-12-2011 14:42
Case502;Missing documents requested;Resource 3;19-12-2011 14:42;Dealer;181;259;19-12-2011 14:42
Case1280;Product received;Resource 4;19-12-2011 14:47;Dealer;179;205;19-12-2011 14:47
Case1280;Reparishop X - Checking;Resource 4;19-12-2011 14:47;Dealer;179;336;19-12-2011 14:47
Case413;Checked;Resource 2;19-12-2011 14:48;Internet;96;104;19-12-2011 14:48
Case561;Missing documents requested;Resource 2;19-12-2011 14:49;Dealer;65;122;19-12-2011 14:49
Case63;Repairshop X - OK;Resource 5;19-12-2011 14:50;Dealer;171;279;19-12-2011 14:50
Case1220;Request signed L1;Resource 2;19-12-2011 14:51;Callcenter;276;391;19-12-2011 14:51
Case1242;Product received;Resource 4;19-12-2011 14:51;Dealer;139;186;19-12-2011 14:51
Case1242;Reparishop X - Checking;Resource 4;19-12-2011 14:51;Dealer;220;355;19-12-2011 14:51
Case610;Missing documents requested;Resource 2;19-12-2011 14:51;Dealer;119;235;19-12-2011 14:52
Case1220;Order sent back;Resource 6;19-12-2011 14:53;Callcenter;167;274;19-12-2011 14:53
Case1036;Pick-up prepared;Resource 2;19-12-2011 14:54;Callcenter;36;42;19-12-2011 14:54
Case541;Order sent back;Resource 6;19-12-2011 14:55;Callcenter;194;336;19-12-2011 14:55
Case784;Pick-up prepared;Resource 2;19-12-2011 14:56;Dealer;102;158;19-12-2011 14:56
Case466;Pick-up prepared;Resource 2;19-12-2011 14:57;Dealer;217;234;19-12-2011 14:57
Case782;Pick-up prepared;Resource 2;19-12-2011 14:57;Dealer;288;398;19-12-2011 14:57
Case44;Pick-up prepared;Resource 2;19-12-2011 14:58;Dealer;7;11;19-12-2011 14:58
Case46;Pick-up prepared;Resource 2;19-12-2011 14:58;Dealer;318;354;19-12-2011 14:58
Case1236;Pick-up prepared;Resource 2;19-12-2011 14:59;Dealer;241;441;19-12-2011 14:59
Case373;Product received;Resource 4;19-12-2011 14:59;Dealer;319;615;19-12-2011 14:59
Case373;Reparishop X - Checking;Resource 4;19-12-2011 14:59;Dealer;327;353;19-12-2011 14:59
Case498;Pick-up prepared;Resource 2;19-12-2011 15:00;Dealer;43;46;19-12-2011 15:00
Case501;Pick-up prepared;Resource 2;19-12-2011 15:00;Internet;115;177;19-12-2011 15:00
Case1308;Pick-up prepared;Resource 2;19-12-2011 15:01;Dealer;35;67;19-12-2011 15:01
Case515;Pick-up prepared;Resource 2;19-12-2011 15:01;Dealer;9;18;19-12-2011 15:01
Case532;Pick-up prepared;Resource 2;19-12-2011 15:02;Dealer;208;346;19-12-2011 15:02
Case1226;Request signed L3;Resource 7;19-12-2011 15:03;Dealer;82;109;19-12-2011 15:03
Case528;Order created;Resource 1;19-12-2011 15:03;Dealer;60;74;19-12-2011 15:03
Case559;Request signed L3;Resource 7;19-12-2011 15:03;Callcenter;322;453;19-12-2011 15:03
Case572;Pick-up prepared;Resource 2;19-12-2011 15:03;Dealer;295;367;19-12-2011 15:03
Case607;Request signed L3;Resource 7;19-12-2011 15:03;Dealer;122;128;19-12-2011 15:03
Case413;Request signed L1;Resource 8;19-12-2011 15:04;Internet;202;307;19-12-2011 15:04
Case1237;Pick-up prepared;Resource 2;19-12-2011 15:05;Internet;298;406;19-12-2011 15:05
Case1231;Pick-up prepared;Resource 2;19-12-2011 15:06;Internet;110;164;19-12-2011 15:06
Case1229;Pick-up prepared;Resource 2;19-12-2011 15:08;Internet;229;365;19-12-2011 15:08
Case357;Product received;Resource 4;19-12-2011 15:08;Callcenter;229;421;19-12-2011 15:08
Case1224;Pick-up prepared;Resource 2;19-12-2011 15:09;Dealer;272;528;19-12-2011 15:09
Case551;Product received;Resource 4;19-12-2011 15:09;Dealer;239;319;19-12-2011 15:09
Case551;Reparishop X - Checking;Resource 4;19-12-2011 15:09;Dealer;161;245;19-12-2011 15:09
Case528;Missing documents requested;Resource 3;19-12-2011 15:10;Dealer;107;132;19-12-2011 15:10
Case615;Pick-up prepared;Resource 2;19-12-2011 15:10;Dealer;273;308;19-12-2011 15:10
Case598;Pick-up prepared;Resource 2;19-12-2011 15:11;Callcenter;301;312;19-12-2011 15:11
Case601;Pick-up prepared;Resource 2;19-12-2011 15:11;Dealer;223;232;19-12-2011 15:11
Case1220;Request signed L1;Resource 2;19-12-2011 15:13;Callcenter;227;273;19-12-2011 15:13
Case541;Request signed L1;Resource 2;19-12-2011 15:13;Callcenter;35;66;19-12-2011 15:13
Case527;Order created;Resource 1;19-12-2011 15:15;Dealer;14;25;19-12-2011 15:16
Case360;Product received;Resource 12;19-12-2011 15:18;Callcenter;298;547;19-12-2011 15:18
Case327;Special Refund issued;Resource 14;19-12-2011 15:19;Dealer;327;439;19-12-2011 15:19
Case527;Missing documents requested;Resource 3;19-12-2011 15:19;Dealer;141;186;19-12-2011 15:19
Case1253;Missing documents requested;Resource 2;19-12-2011 15:20;Dealer;66;106;19-12-2011 15:20
Case782;Special Refund issued;Resource 14;19-12-2011 15:20;Dealer;243;320;19-12-2011 15:20
Case16;Product received;Resource 12;19-12-2011 15:21;Callcenter;21;34;19-12-2011 15:21
Case784;Special Refund issued;Resource 14;19-12-2011 15:21;Dealer;320;450;19-12-2011 15:21
Case570;Product received;Resource 12;19-12-2011 15:23;Dealer;11;14;19-12-2011 15:23
Case711;Special Refund issued;Resource 14;19-12-2011 15:23;Dealer;272;272;19-12-2011 15:23
Case588;Request signed L1;Resource 2;19-12-2011 15:24;Internet;10;14;19-12-2011 15:24
Case899;Special Refund issued;Resource 14;19-12-2011 15:24;Dealer;145;170;19-12-2011 15:24
Case110;Product received;Resource 12;19-12-2011 15:25;Internet;270;534;19-12-2011 15:25
Case1170;Special Refund issued;Resource 14;19-12-2011 15:25;Dealer;33;62;19-12-2011 15:25
Case664;Special Refund issued;Resource 14;19-12-2011 15:25;Dealer;289;555;19-12-2011 15:25
Case267;Special Refund issued;Resource 14;19-12-2011 15:26;Dealer;95;96;19-12-2011 15:29
Case526;Order created;Resource 1;19-12-2011 15:30;Dealer;14;22;19-12-2011 15:32
Case1252;Request rejected L1;Resource 2;19-12-2011 15:35;Dealer;225;330;19-12-2011 15:35
Case1252;Order completed;Resource 2;19-12-2011 15:35;Dealer;209;379;19-12-2011 15:38
Case1251;Request rejected L1;Resource 2;19-12-2011 15:39;Dealer;65;82;19-12-2011 15:39
Case1251;Order completed;Resource 2;19-12-2011 15:39;Dealer;137;227;19-12-2011 15:39
Case955;Repairshop X - OK;Resource 5;19-12-2011 15:40;Dealer;217;352;19-12-2011 15:40
Case526;Missing documents requested;Resource 3;19-12-2011 15:41;Dealer;42;56;19-12-2011 15:41
Case1322;Shipment via logistics partner;Resource 2;19-12-2011 15:42;Dealer;75;80;19-12-2011 15:42
Case558;Request signed L1;Resource 2;19-12-2011 15:45;Dealer;233;277;19-12-2011 15:47
Case1054;Product received;Resource 4;19-12-2011 15:48;Internet;28;36;19-12-2011 15:51
Case1220;Order sent back;Resource 6;19-12-2011 15:54;Callcenter;46;83;19-12-2011 15:54
Case413;Request signed L2;Resource 6;19-12-2011 15:54;Internet;208;356;19-12-2011 15:55
Case1021;Product received;Resource 4;19-12-2011 15:56;Internet;293;344;19-12-2011 15:56
Case588;Request signed L2;Resource 6;19-12-2011 15:56;Internet;215;381;19-12-2011 15:56
Case497;Repairshop X - Rejected;Resource 5;19-12-2011 15:57;Dealer;55;80;19-12-2011 15:57
Case558;Request signed L2;Resource 6;19-12-2011 15:57;Dealer;16;31;19-12-2011 15:57
Case541;Request signed L2;Resource 6;19-12-2011 15:59;Callcenter;75;83;19-12-2011 15:59
Case525;Order created;Resource 1;19-12-2011 16:03;Dealer;249;347;19-12-2011 16:04
Case413;Request signed L3;Resource 7;19-12-2011 16:05;Internet;6;11;19-12-2011 16:05
Case541;Request signed L3;Resource 7;19-12-2011 16:05;Callcenter;159;246;19-12-2011 16:05
Case558;Request signed L3;Resource 7;19-12-2011 16:05;Dealer;197;237;19-12-2011 16:05
Case588;Request signed L3;Resource 7;19-12-2011 16:05;Internet;98;177;19-12-2011 16:08
Case525;Missing documents requested;Resource 3;19-12-2011 16:10;Dealer;280;516;19-12-2011 16:19
Case1244;Product received;Resource 17;19-12-2011 16:30;Dealer;4;7;19-12-2011 16:30
Case1244;Reparishop X - Checking;Resource 17;19-12-2011 16:30;Dealer;145;271;19-12-2011 21:45
Case1220;Request signed L1;Resource 15;20-12-2011 07:46;Callcenter;106;124;20-12-2011 08:08
Case524;Order created;Resource 1;20-12-2011 08:23;Dealer;164;178;20-12-2011 08:23
Case1244;Repairshop X - OK;Resource 5;20-12-2011 08:24;Dealer;59;101;20-12-2011 08:24
Case552;Product received;Resource 4;20-12-2011 08:27;Dealer;257;341;20-12-2011 08:27
Case552;Reparishop X - Checking;Resource 4;20-12-2011 08:27;Dealer;40;66;20-12-2011 08:28
Case524;Shipment via logistics partner;Resource 2;20-12-2011 08:31;Dealer;73;109;20-12-2011 08:37
Case523;Order created;Resource 1;20-12-2011 08:38;Dealer;144;217;20-12-2011 08:40
Case523;Missing documents requested;Resource 3;20-12-2011 08:43;Dealer;85;106;20-12-2011 08:43
Case1220;Request signed L2;Resource 6;20-12-2011 08:44;Callcenter;70;125;20-12-2011 08:46
Case522;Order created;Resource 1;20-12-2011 08:48;Dealer;261;389;20-12-2011 08:49
Case579;Missing documents requested;Resource 2;20-12-2011 08:50;Dealer;218;299;20-12-2011 08:50
Case522;Missing documents requested;Resource 3;20-12-2011 08:51;Dealer;16;19;20-12-2011 08:51
Case514;Order created;Resource 1;20-12-2011 08:53;Dealer;109;209;20-12-2011 08:54
Case373;Repairshop X - OK;Resource 5;20-12-2011 08:56;Dealer;54;96;20-12-2011 08:56
Case513;Order created;Resource 1;20-12-2011 08:56;Dealer;321;471;20-12-2011 09:00
Case514;Request rejected L1;Resource 2;20-12-2011 09:03;Dealer;330;549;20-12-2011 09:03
Case514;Order completed;Resource 2;20-12-2011 09:04;Dealer;304;380;20-12-2011 09:05
Case513;Missing documents requested;Resource 3;20-12-2011 09:06;Dealer;44;52;20-12-2011 09:06
Case512;Order created;Resource 1;20-12-2011 09:07;Dealer;238;396;20-12-2011 09:09
Case511;Order created;Resource 1;20-12-2011 09:10;Dealer;205;218;20-12-2011 09:11
Case512;Shipment via logistics partner;Resource 2;20-12-2011 09:12;Dealer;131;195;20-12-2011 09:12
Case511;Request signed L1;Resource 3;20-12-2011 09:15;Dealer;11;14;20-12-2011 09:15
Case510;Order created;Resource 1;20-12-2011 09:16;Dealer;329;527;20-12-2011 09:19
Case1004;Request signed L1;Resource 11;20-12-2011 09:20;Internet;88;146;20-12-2011 09:20
Case1248;Repairshop X - OK;Resource 5;20-12-2011 09:20;Dealer;26;50;20-12-2011 09:20
Case510;Shipment via logistics partner;Resource 2;20-12-2011 09:20;Dealer;252;494;20-12-2011 09:20
Case557;Product received;Resource 4;20-12-2011 09:20;Dealer;307;441;20-12-2011 09:20
Case557;Reparishop X - Checking;Resource 4;20-12-2011 09:20;Dealer;236;378;20-12-2011 09:20
Case152;Request signed L1;Resource 11;20-12-2011 09:21;Dealer;197;383;20-12-2011 09:21
Case1337;Request signed L1;Resource 11;20-12-2011 09:22;Dealer;333;665;20-12-2011 09:23
Case509;Order created;Resource 1;20-12-2011 09:23;Dealer;171;213;20-12-2011 09:25
Case509;Missing documents requested;Resource 3;20-12-2011 09:26;Dealer;187;372;20-12-2011 09:26
Case954;Shipment via logistics partner;Resource 2;20-12-2011 09:26;Dealer;174;210;20-12-2011 09:27
Case508;Order created;Resource 1;20-12-2011 09:28;Dealer;131;132;20-12-2011 09:29
Case1280;Repairshop X - OK;Resource 5;20-12-2011 09:30;Dealer;117;122;20-12-2011 09:30
Case200;Create refund;Resource 11;20-12-2011 09:31;Internet;178;272;20-12-2011 09:31
Case190;Payment issued;Resource 11;20-12-2011 09:32;Callcenter;125;182;20-12-2011 09:32
Case360;Payment issued;Resource 11;20-12-2011 09:32;Callcenter;144;169;20-12-2011 09:32
Case507;Order created;Resource 1;20-12-2011 09:33;Dealer;4;6;20-12-2011 09:33
Case709;Invoice requested;Resource 11;20-12-2011 09:33;Dealer;113;139;20-12-2011 09:33
Case1085;Create refund;Resource 11;20-12-2011 09:34;Internet;303;482;20-12-2011 09:34
Case710;Invoice requested;Resource 11;20-12-2011 09:34;Dealer;110;142;20-12-2011 09:34
Case887;Payment issued;Resource 11;20-12-2011 09:34;Callcenter;130;137;20-12-2011 09:34
Case1021;Create refund;Resource 11;20-12-2011 09:35;Internet;146;205;20-12-2011 09:35
Case507;Missing documents requested;Resource 3;20-12-2011 09:35;Dealer;253;426;20-12-2011 09:35
Case937;Create refund;Resource 11;20-12-2011 09:35;Internet;24;43;20-12-2011 09:35
Case1022;Payment issued;Resource 11;20-12-2011 09:36;Callcenter;332;359;20-12-2011 09:36
Case1054;Create refund;Resource 11;20-12-2011 09:36;Internet;167;251;20-12-2011 09:36
Case508;Missing documents requested;Resource 2;20-12-2011 09:36;Dealer;63;75;20-12-2011 09:36
Case16;Payment issued;Resource 11;20-12-2011 09:37;Callcenter;230;347;20-12-2011 09:37
Case681;Invoice requested;Resource 11;20-12-2011 09:37;Dealer;139;263;20-12-2011 09:37
Case1214;Payment issued;Resource 11;20-12-2011 09:38;Callcenter;330;547;20-12-2011 09:38
Case453;Create refund;Resource 11;20-12-2011 09:38;Internet;332;483;20-12-2011 09:38
Case91;Payment issued;Resource 11;20-12-2011 09:38;Callcenter;41;78;20-12-2011 09:39
Case110;Create refund;Resource 11;20-12-2011 09:39;Internet;327;567;20-12-2011 09:39
Case357;Payment issued;Resource 11;20-12-2011 09:39;Callcenter;308;522;20-12-2011 09:39
Case570;Request signed L1;Resource 11;20-12-2011 09:40;Dealer;140;149;20-12-2011 09:41
Case1242;Repairshop X - OK;Resource 5;20-12-2011 09:44;Dealer;184;323;20-12-2011 09:44
Case564;Shipment via logistics partner;Resource 2;20-12-2011 09:46;Dealer;306;535;20-12-2011 09:46
Case506;Order created;Resource 1;20-12-2011 09:52;Dealer;290;448;20-12-2011 09:53
Case505;Order created;Resource 1;20-12-2011 09:54;Callcenter;290;325;20-12-2011 09:54
Case506;Request rejected L1;Resource 2;20-12-2011 09:55;Dealer;14;14;20-12-2011 09:55
Case506;Order completed;Resource 2;20-12-2011 09:55;Dealer;9;12;20-12-2011 09:55
